"DateTime","Average Block size [bytes]"
"2016-09-26 00:00:00",1544.7001540304639
"2016-09-27 00:00:00",1660.8308276887494
"2016-09-28 00:00:00",1561.3208319685555
"2016-09-29 00:00:00",1441.5230166503427
"2016-09-30 00:00:00",1436.600532623169
"2016-10-01 00:00:00",1809.9932525951558
"2016-10-02 00:00:00",1686.793177323665
"2016-10-03 00:00:00",1718.681334622824
"2016-10-04 00:00:00",2191.5002468323187
"2016-10-05 00:00:00",1802.1939143888603
"2016-10-06 00:00:00",1938.3092558373928
"2016-10-07 00:00:00",4119.241209444539
"2016-10-08 00:00:00",5429.320161290322
"2016-10-09 00:00:00",5682.6363035212435
"2016-10-10 00:00:00",12725.16023837113
"2016-10-11 00:00:00",2762.446446280992
"2016-10-12 00:00:00",1247.876649746193
"2016-10-13 00:00:00",1306.1257769054628
"2016-10-14 00:00:00",1400.335746010857
"2016-10-15 00:00:00",1236.3091090094574
"2016-10-16 00:00:00",1296.9912469033857
"2016-10-17 00:00:00",1376.8417519718073
"2016-10-18 00:00:00",1746.6304951789507
"2016-10-19 00:00:00",1638.1510218219605
"2016-10-20 00:00:00",1465.543505874881
"2016-10-21 00:00:00",1724.435624077415
"2016-10-22 00:00:00",1356.8804833636816
"2016-10-23 00:00:00",1291.567328549975
"2016-10-24 00:00:00",1791.4547403132729
"2016-10-25 00:00:00",1675.280690112807
"2016-10-26 00:00:00",1549.6404199475066
"2016-10-27 00:00:00",1517.9878697241609
"2016-10-28 00:00:00",1472.2266532054518
"2016-10-29 00:00:00",1461.4057868736768
"2016-10-30 00:00:00",1422.4338999834956
"2016-10-31 00:00:00",1535.7106040709127
"2016-11-01 00:00:00",1688.562253810584
"2016-11-02 00:00:00",1496.6730510752689
"2016-11-03 00:00:00",1470.5561344537816
"2016-11-04 00:00:00",1262.149051490515
"2016-11-05 00:00:00",1357.976150767178
"2016-11-06 00:00:00",1289.315989428477
"2016-11-07 00:00:00",1399.417735550277
"2016-11-08 00:00:00",1475.91459652541
"2016-11-09 00:00:00",1483.863774476705
"2016-11-10 00:00:00",1492.3313778075762
"2016-11-11 00:00:00",1462.2341455273697
"2016-11-12 00:00:00",1426.0427209990141
"2016-11-13 00:00:00",1467.9625987425438
"2016-11-14 00:00:00",1576.044173397066
"2016-11-15 00:00:00",1577.3742923742923
"2016-11-16 00:00:00",1481.4373862696443
"2016-11-17 00:00:00",1475.9161554192228
"2016-11-18 00:00:00",1513.5590713944982
"2016-11-19 00:00:00",1375.2222764227643
"2016-11-20 00:00:00",1472.8847709985434
"2016-11-21 00:00:00",1537.492013831714
"2016-11-22 00:00:00",1707.9501857480582
"2016-11-23 00:00:00",1949.9712180914853
"2016-11-24 00:00:00",1423.5644234020967
"2016-11-25 00:00:00",1767.127147766323
"2016-11-26 00:00:00",1500.9178174469519
"2016-11-27 00:00:00",1702.9098402018503
"2016-11-28 00:00:00",1731.009930486594
"2016-11-29 00:00:00",1692.3555444221777
"2016-11-30 00:00:00",2208.6891602045866
"2016-12-01 00:00:00",1407.4064718507511
"2016-12-02 00:00:00",1461.5489711934156
"2016-12-03 00:00:00",1404.4266233766234
"2016-12-04 00:00:00",1403.27110145412
"2016-12-05 00:00:00",1491.4427048634243
"2016-12-06 00:00:00",1614.961077352603
"2016-12-07 00:00:00",1522.6622756463032
"2016-12-08 00:00:00",1415.661551020408
"2016-12-09 00:00:00",1502.0960330578512
"2016-12-10 00:00:00",1427.6997530864198
"2016-12-11 00:00:00",1680.8999672023615
"2016-12-12 00:00:00",1477.0118353058842
"2016-12-13 00:00:00",1538.499176276771
"2016-12-14 00:00:00",1835.3300986842105
"2016-12-15 00:00:00",1581.662056323946
"2016-12-16 00:00:00",1506.0106995884773
"2016-12-17 00:00:00",1417.873773708306
"2016-12-18 00:00:00",1345.3220144356956
"2016-12-19 00:00:00",1616.2511604774536
"2016-12-20 00:00:00",1536.3867193936399
"2016-12-21 00:00:00",1769.3428336079078
"2016-12-22 00:00:00",1761.9135325721961
"2016-12-23 00:00:00",1521.9669129996641
"2016-12-24 00:00:00",1360.886446886447
"2016-12-25 00:00:00",1316.6004569936347
"2016-12-26 00:00:00",1294.1145730300034
"2016-12-27 00:00:00",1558.1457152384128
"2016-12-28 00:00:00",1530.5001651254954
"2016-12-29 00:00:00",1678.409569220651
"2016-12-30 00:00:00",1622.812139205014
"2016-12-31 00:00:00",1544.2593025196063
"2017-01-01 00:00:00",1390.196858124693
"2017-01-02 00:00:00",1458.2728623308024
"2017-01-03 00:00:00",1627.4679370339686
"2017-01-04 00:00:00",1717.1320631818921
"2017-01-05 00:00:00",1675.5915284846494
"2017-01-06 00:00:00",1592.5210517556998
"2017-01-07 00:00:00",1570.1203339882122
"2017-01-08 00:00:00",1557.294534079684
"2017-01-09 00:00:00",1595.4245314041434
"2017-01-10 00:00:00",1685.8844112769486
"2017-01-11 00:00:00",1591.468992889036
"2017-01-12 00:00:00",1696.713177014531
"2017-01-13 00:00:00",1728.9251555846708
"2017-01-14 00:00:00",1499.3317949563211
"2017-01-15 00:00:00",1497.775349219392
"2017-01-16 00:00:00",1574.8025446133508
"2017-01-17 00:00:00",1642.4936687770744
"2017-01-18 00:00:00",1582.9589447650453
"2017-01-19 00:00:00",1552.2448847028256
"2017-01-20 00:00:00",1608.529599195036
"2017-01-21 00:00:00",1503.9449222626529
"2017-01-22 00:00:00",1616.3269579554824
"2017-01-23 00:00:00",1612.3275462962963
"2017-01-24 00:00:00",1753.9378830544972
"2017-01-25 00:00:00",1643.7727121464227
"2017-01-26 00:00:00",1672.9856931425752
"2017-01-27 00:00:00",1657.790643274854
"2017-01-28 00:00:00",1627.639782285997
"2017-01-29 00:00:00",1522.5426174496645
"2017-01-30 00:00:00",1578.861339021989
"2017-01-31 00:00:00",1538.7459288800267
"2017-02-01 00:00:00",1607.359627225828
"2017-02-02 00:00:00",1578.1223747312717
"2017-02-03 00:00:00",1568.2747913188648
"2017-02-04 00:00:00",1560.4220138203357
"2017-02-05 00:00:00",1614.2512753003127
"2017-02-06 00:00:00",1605.9386776859503
"2017-02-07 00:00:00",1826.993997999333
"2017-02-08 00:00:00",1764.2177352892697
"2017-02-09 00:00:00",1629.5194891358435
"2017-02-10 00:00:00",1735.3384105960265
"2017-02-11 00:00:00",1593.9286187479297
"2017-02-12 00:00:00",1571.1186664466084
"2017-02-13 00:00:00",1823.477100494234
"2017-02-14 00:00:00",1913.9078532292876
"2017-02-15 00:00:00",1817.6242404335687
"2017-02-16 00:00:00",1661.0631196298743
"2017-02-17 00:00:00",1660.888888888889
"2017-02-18 00:00:00",1773.0793465577597
"2017-02-19 00:00:00",1634.9592955640471
"2017-02-20 00:00:00",1696.2495428096427
"2017-02-21 00:00:00",1989.29263053536
"2017-02-22 00:00:00",1790.4323056300268
"2017-02-23 00:00:00",1667.1942183086892
"2017-02-24 00:00:00",1778.3879554150724
"2017-02-25 00:00:00",1760.669316111939
"2017-02-26 00:00:00",1712.7497125964856
"2017-02-27 00:00:00",1818.7254509018037
"2017-02-28 00:00:00",1935.2752579007697
"2017-03-01 00:00:00",2234.9528365223227
"2017-03-02 00:00:00",2209.4228675136114
"2017-03-03 00:00:00",2083.7667332667334
"2017-03-04 00:00:00",1859.630910609858
"2017-03-05 00:00:00",1821.2468302321752
"2017-03-06 00:00:00",1808.0941944119124
"2017-03-07 00:00:00",1963.414018066243
"2017-03-08 00:00:00",1799.6665558510638
"2017-03-09 00:00:00",2403.3544197031038
"2017-03-10 00:00:00",2190.1950277171172
"2017-03-11 00:00:00",2013.8560479840053
"2017-03-12 00:00:00",2042.8906909951006
"2017-03-13 00:00:00",2451.7206953642385
"2017-03-14 00:00:00",2433.4791142425765
"2017-03-15 00:00:00",2455.9239893083864
"2017-03-16 00:00:00",3070.9849749582636
"2017-03-17 00:00:00",2879.5562355276215
"2017-03-18 00:00:00",2512.5528292438657
"2017-03-19 00:00:00",2395.8884033613444
"2017-03-20 00:00:00",2316.0347840422023
"2017-03-21 00:00:00",2507.1279167366124
"2017-03-22 00:00:00",2368.465545938748
"2017-03-23 00:00:00",2512.8204261075416
"2017-03-24 00:00:00",2557.002705902249
"2017-03-25 00:00:00",2427.7676954042267
"2017-03-26 00:00:00",2374.5873599732486
"2017-03-27 00:00:00",2896.2083683414553
"2017-03-28 00:00:00",2543.0705084745764
"2017-03-29 00:00:00",2744.189545758183
"2017-03-30 00:00:00",2852.6837563451777
"2017-03-31 00:00:00",2948.8135990621336
"2017-04-01 00:00:00",2402.8140398245023
"2017-04-02 00:00:00",2668.848443380089
"2017-04-03 00:00:00",2788.235825388861
"2017-04-04 00:00:00",2518.1437963587323
"2017-04-05 00:00:00",2557.5840294019376
"2017-04-06 00:00:00",2799.138605442177
