"DateTime","Total Daily Fee Mining Reward [Ether]"
"2017-12-16 00:00:00",1471
"2017-12-17 00:00:00",1175
"2017-12-18 00:00:00",1164
"2017-12-19 00:00:00",1490
"2017-12-20 00:00:00",1735
"2017-12-21 00:00:00",1763
"2017-12-22 00:00:00",1646
"2017-12-23 00:00:00",1209
"2017-12-24 00:00:00",1025
"2017-12-25 00:00:00",757
"2017-12-26 00:00:00",745
"2017-12-27 00:00:00",827
"2017-12-28 00:00:00",834
"2017-12-29 00:00:00",1008
"2017-12-30 00:00:00",974
"2017-12-31 00:00:00",873
"2018-01-01 00:00:00",770
"2018-01-02 00:00:00",1054
"2018-01-03 00:00:00",1244
"2018-01-04 00:00:00",1485
"2018-01-05 00:00:00",3190
"2018-01-06 00:00:00",3649
"2018-01-07 00:00:00",2916
"2018-01-08 00:00:00",2958
"2018-01-09 00:00:00",3103
"2018-01-10 00:00:00",3710
"2018-01-11 00:00:00",3139
"2018-01-12 00:00:00",2333
"2018-01-13 00:00:00",2420
"2018-01-14 00:00:00",2248
"2018-01-15 00:00:00",2232
"2018-01-16 00:00:00",2235
"2018-01-17 00:00:00",2073
"2018-01-18 00:00:00",2157
"2018-01-19 00:00:00",1870
"2018-01-20 00:00:00",1779
"2018-01-21 00:00:00",1328
"2018-01-22 00:00:00",1198
"2018-01-23 00:00:00",1440
"2018-01-24 00:00:00",1293
"2018-01-25 00:00:00",1060
"2018-01-26 00:00:00",960
"2018-01-27 00:00:00",817
"2018-01-28 00:00:00",888
"2018-01-29 00:00:00",1275
"2018-01-30 00:00:00",1064
"2018-01-31 00:00:00",1070
"2018-02-01 00:00:00",1555
"2018-02-02 00:00:00",1204
"2018-02-03 00:00:00",888
"2018-02-04 00:00:00",846
"2018-02-05 00:00:00",874
"2018-02-06 00:00:00",927
"2018-02-07 00:00:00",853
"2018-02-08 00:00:00",656
"2018-02-09 00:00:00",693
"2018-02-10 00:00:00",750
"2018-02-11 00:00:00",624
"2018-02-12 00:00:00",621
"2018-02-13 00:00:00",618
"2018-02-14 00:00:00",627
"2018-02-15 00:00:00",628
"2018-02-16 00:00:00",595
"2018-02-17 00:00:00",662
"2018-02-18 00:00:00",765
"2018-02-19 00:00:00",647
"2018-02-20 00:00:00",720
"2018-02-21 00:00:00",739
"2018-02-22 00:00:00",602
"2018-02-23 00:00:00",623
"2018-02-24 00:00:00",621
"2018-02-25 00:00:00",546
"2018-02-26 00:00:00",536
"2018-02-27 00:00:00",545
"2018-02-28 00:00:00",735
"2018-03-01 00:00:00",555
"2018-03-02 00:00:00",728
"2018-03-03 00:00:00",502
"2018-03-04 00:00:00",542
"2018-03-05 00:00:00",623
"2018-03-06 00:00:00",515
"2018-03-07 00:00:00",592
"2018-03-08 00:00:00",526
"2018-03-09 00:00:00",494
"2018-03-10 00:00:00",393
"2018-03-11 00:00:00",356
"2018-03-12 00:00:00",506
"2018-03-13 00:00:00",379
"2018-03-14 00:00:00",421
"2018-03-15 00:00:00",382
"2018-03-16 00:00:00",418
"2018-03-17 00:00:00",308
"2018-03-18 00:00:00",356
"2018-03-19 00:00:00",364
"2018-03-20 00:00:00",368
"2018-03-21 00:00:00",435
"2018-03-22 00:00:00",419
"2018-03-23 00:00:00",441
"2018-03-24 00:00:00",375
"2018-03-25 00:00:00",327
"2018-03-26 00:00:00",431
"2018-03-27 00:00:00",357
"2018-03-28 00:00:00",366
"2018-03-29 00:00:00",382
"2018-03-30 00:00:00",352
"2018-03-31 00:00:00",278
"2018-04-01 00:00:00",250
"2018-04-02 00:00:00",303
"2018-04-03 00:00:00",330
"2018-04-04 00:00:00",282
"2018-04-05 00:00:00",486
"2018-04-06 00:00:00",352
"2018-04-07 00:00:00",243
"2018-04-08 00:00:00",278
"2018-04-09 00:00:00",302
"2018-04-10 00:00:00",289
"2018-04-11 00:00:00",314
"2018-04-12 00:00:00",372
"2018-04-13 00:00:00",437
"2018-04-14 00:00:00",313
