bitcoin 	https://www. rt.com/business/41409 3-keiser-rasmus-bitcoin-debate/ …	maxkeiser	293	102	2017-12-24 22:56:16	945050520594669569	https://twitter.com/maxkeiser/status/945050520594669569			
	Which technological breakthrough in crypto will make it worthless?	SimonDixonTwitt	2	0	2017-12-24 17:27:04	944967673590493185	https://twitter.com/SimonDixonTwitt/status/944967673590493185			
bitcoin 	I’m not sure i understand how you come to this comclusion. It can only be created by miners following the rules and there can never be more than 21m. Somebody can lose Bitcoin but can’t destroy it. It has never been hacked even though it’s worth $$300 billion if you can.	SimonDixonTwitt	1	0	2017-12-24 17:24:24	944967000568270849	https://twitter.com/SimonDixonTwitt/status/944967000568270849			
	Contact our support and they will restrict your account from further investments but give you access to previous ones if your status has changed. Support is away for the holidays though right now.	SimonDixonTwitt	2	1	2017-12-24 17:19:57	944965882962432001	https://twitter.com/SimonDixonTwitt/status/944965882962432001			
	It’s worth a lot more than that now. Just login to your account and check the pitch. Check assets tab and pitch forums for updates on value etc. You been staying up-to-date with it?	SimonDixonTwitt	2	1	2017-12-24 17:01:42	944961289171894272	https://twitter.com/SimonDixonTwitt/status/944961289171894272			
	Major difference is fiat supply is adjusted for countries goals / inflation / deflation and subject to change every quarter. If you missed that you have missed why #Butcoin is not like fiat at all. Backed by belief in its value yes, just like every other market including gold.	SimonDixonTwitt	1	0	2017-12-24 16:59:42	944960783984840706	https://twitter.com/SimonDixonTwitt/status/944960783984840706		#Butcoin	
bitcoin 	Explain why Bitcoin is fiat? Not heard that one before. I’m genuinely curious.	SimonDixonTwitt	4	0	2017-12-24 16:34:52	944954534656462848	https://twitter.com/SimonDixonTwitt/status/944954534656462848			
	You say that like you know that to be the case. You shorting it if it’s definitely true? How much you got on that forecast?	SimonDixonTwitt	2	0	2017-12-24 16:34:07	944954346554494976	https://twitter.com/SimonDixonTwitt/status/944954346554494976			
bitcoin 	The Beautiful thing about #Bitcoin is it does not care about yours or mines political views. It exists and love it or hate it it works without you or me. Does not remove the need for alternatives, just created competition and choice and I believe it won’t go away.	SimonDixonTwitt	1	0	2017-12-24 16:19:16	944950611967139840	https://twitter.com/SimonDixonTwitt/status/944950611967139840		#Bitcoin	
bitcoin 	You are confusing financial instructions with the Currency. GBP is not regulated, the rules on its issuance are set by central banks. Bitcoin is not regulated, the rules on its issuance are set by maths, Code and consensus. Nothing ridiculous there just not what you are used to.	SimonDixonTwitt	0	0	2017-12-24 16:12:49	944948988784074754	https://twitter.com/SimonDixonTwitt/status/944948988784074754			
bitcoin 	The financial instructions that do stuff with #Bitcoin will / are regulated but Bitcoin never will be. I think it’s important to have a financial system that does not care about borders for the internet. You think it’s not. Withoit competition who regulated the regulator?	SimonDixonTwitt	0	1	2017-12-24 16:09:15	944948088577429504	https://twitter.com/SimonDixonTwitt/status/944948088577429504		#Bitcoin	
	Merry Xmas David.	SimonDixonTwitt	0	0	2017-12-24 16:03:45	944946705451057155	https://twitter.com/SimonDixonTwitt/status/944946705451057155			
	True.	SimonDixonTwitt	1	0	2017-12-24 15:41:23	944941076883869699	https://twitter.com/SimonDixonTwitt/status/944941076883869699			
bitcoin 	Most people inherent their financial decisions rather than consciously choose them. They don’t realise they are speculating when they choose to hold GBP at a bank, they just inherent that decision and think there is no risk. #Bitcoin has risk, but those that use it chose it. pic.twitter.com/4qfDa9N9wP	SimonDixonTwitt	61	21	2017-12-24 15:40:36	944940880208760835	https://twitter.com/SimonDixonTwitt/status/944940880208760835		#Bitcoin	
bitcoin 	People give every reason in the world why #Bitcoin will fail. It’s proven them wrong year after year. Unfortunately it may take another financial crisis till they realise how important it is to have competition to traditional Finance. Every fund manager will hedge, will you?	SimonDixonTwitt	267	88	2017-12-24 15:36:44	944939907822379008	https://twitter.com/SimonDixonTwitt/status/944939907822379008		#Bitcoin	
	Most people inherent their financial decisions rather than consciously choose them. They don’t realise they are speculating when they choose to hold GBP at a bank, they just inherent that decision and think there is no risk.	SimonDixonTwitt	1	0	2017-12-24 15:36:00	944939723830759424	https://twitter.com/SimonDixonTwitt/status/944939723830759424			
bitcoin 	They are a problem but I believe the community will solve them. #Bitcoin won’t come again IMO. This thing is too important to too many people. Will it scale? That is the question & the reason high returns are available for high risk over Gold. Digital cash is still to be seen.	SimonDixonTwitt	3	0	2017-12-24 15:33:38	944939127170007041	https://twitter.com/SimonDixonTwitt/status/944939127170007041		#Bitcoin	
	I would love that again. You still have my email or DM me if not.	SimonDixonTwitt	0	0	2017-12-24 15:27:38	944937617795231744	https://twitter.com/SimonDixonTwitt/status/944937617795231744			
bitcoin 	People give every reason in the world why #Bitcoin will fail. It’s proven them wrong year after year. Unfortunately it may take another financial crisis till they realise how important it is to have competition to traditional Finance. Every fund manager will hedge, will you?	SimonDixonTwitt	2	0	2017-12-24 15:26:34	944937348437102592	https://twitter.com/SimonDixonTwitt/status/944937348437102592		#Bitcoin	
bitcoin 	I made no statement about whether it is positive or negative, just that i believe it is happening whether any of us like it or not. #Bitcoin is neutral by design and has no opinion about politics.	SimonDixonTwitt	1	1	2017-12-24 14:56:02	944929662572089344	https://twitter.com/SimonDixonTwitt/status/944929662572089344		#Bitcoin	
	That does not shut it down though. How well has that worked for drugs? That also moves its Exchange to fiat simply moves to another country that wants to compete with the US. There is life outside America.	SimonDixonTwitt	2	0	2017-12-24 14:06:57	944917311575740416	https://twitter.com/SimonDixonTwitt/status/944917311575740416			
	Or the beginning is about to start.	SimonDixonTwitt	2	0	2017-12-24 13:54:58	944914297683136512	https://twitter.com/SimonDixonTwitt/status/944914297683136512			
bitcoin 	That’s why #Bitcoin exists. So nobody can run to the government and ask it to be shut down. Hence it’s value proposition. Censorship resistance no matter how much you want it.	SimonDixonTwitt	2	0	2017-12-24 13:52:06	944913575713345537	https://twitter.com/SimonDixonTwitt/status/944913575713345537		#Bitcoin	
bitcoin 	OK. We’ve both said our part. I will continue to use it and you will continue to use Gold. I believe #Bitcoin is many difffrent things to many different people, you believes it’s a Ponzi scheme and scam. My guess it your child will store value differently to you in the future.	SimonDixonTwitt	1	0	2017-12-24 13:50:03	944913058304012289	https://twitter.com/SimonDixonTwitt/status/944913058304012289		#Bitcoin	
	So basically it’s not a store of value to you as the returns are too high. I think it is a store of value if you have no intention of selling it - there are many of those. Best for you to stay away from #Butcoin until one day you need money that works without government or banks	SimonDixonTwitt	1	0	2017-12-24 13:34:31	944909147623120896	https://twitter.com/SimonDixonTwitt/status/944909147623120896		#Butcoin	
	I agree that is using as a speculative investment but that is not how many use. Many hold funds in crypto with no intension of selling. They simply hold and spend crypto and covert if the merchant forces them to. That is a store of value for them.	SimonDixonTwitt	0	0	2017-12-24 13:10:59	944903226679267330	https://twitter.com/SimonDixonTwitt/status/944903226679267330			
	My main point was a movement of purchasing power from those that decide to hold or not hold crypto as opposed to a statement about the number of people that will become wealthy. I don’t think it changes human nature / behavior.	SimonDixonTwitt	0	0	2017-12-24 12:16:30	944889515524677632	https://twitter.com/SimonDixonTwitt/status/944889515524677632			
	Everybody is a gambler. If you have a bank account. If you hold money in one currency over the other. If you store value in gold. If you own property. These are all speculations / gambles on your belief about what will have value tomorrow. There are different risk profiles though	SimonDixonTwitt	69	25	2017-12-24 12:13:20	944888718451716096	https://twitter.com/SimonDixonTwitt/status/944888718451716096			
	That’s just simply not true. What you should say is you don’t know anybody using it as a store of value / medium of exchange. I know many who are not balding wealth in fiat / gold and have no intention to store value outside crypto. What’s true for you is not true for others.	SimonDixonTwitt	2	0	2017-12-24 12:10:56	944888115658928128	https://twitter.com/SimonDixonTwitt/status/944888115658928128			
bitcoin 	So at what return rate does something move from a store of value to a scam or ponzi. If gold starts returning does it then become a scam / ponzi? The scam / ponzi arguments stopped years ago when the newbies learn how #Bitcoin worked. Have you studied the economics yet?	SimonDixonTwitt	3	0	2017-12-24 12:09:13	944887684648112128	https://twitter.com/SimonDixonTwitt/status/944887684648112128		#Bitcoin	
	Short term incredibly volatile. Long term it’s got a fixed supply, gets more useful each year and the demand has never stopped increasing. Many have no plans on converting to fiat unless they need to spend hence store of value for many. Others speculate just like gold.	SimonDixonTwitt	3	0	2017-12-24 12:01:31	944885746082680833	https://twitter.com/SimonDixonTwitt/status/944885746082680833			
	That maybe true today. Each year the number of users is increasing at a very fast rate. It’s not there yer because still many skeptics that will be on one side or the other but my prediction is that it will be. I don’t see any reversal in the trend from here. Do you hold crypto?	SimonDixonTwitt	1	0	2017-12-24 11:58:09	944884897650495489	https://twitter.com/SimonDixonTwitt/status/944884897650495489			
bitcoin 	I don’t think anybody that uses #Bitcoin as a store of value feels stupid even if gold holders are saying that because they are bored of no returns.	SimonDixonTwitt	2	0	2017-12-24 11:54:47	944884050753392640	https://twitter.com/SimonDixonTwitt/status/944884050753392640		#Bitcoin	
bitcoin 	It’s not as safe as gold and that was not my intention of using the analogy. #Bitcoin is riskier but working much better as a store of value. That’s why gold is a hedge against Bitcoin failure for many with a lot lower return for the lower risk. #Bitcoin has more utility for many	SimonDixonTwitt	1	0	2017-12-24 11:52:29	944883470656032768	https://twitter.com/SimonDixonTwitt/status/944883470656032768		#Bitcoin #Bitcoin	
bitcoin 	They are really stubborn if they don’t at the very least hedge. All the fund managers will have to in 2018 even if they don’t believe in #Bitcoin	SimonDixonTwitt	2	1	2017-12-24 11:49:34	944882738666070016	https://twitter.com/SimonDixonTwitt/status/944882738666070016		#Bitcoin	
	Firstly many of those top addresses are from exchanges and wallets pooling millions of users accounts. Secondly it’s moving from those that don’t believe in crypto to the ever increasing number holding their wealth in crypto.	SimonDixonTwitt	1	0	2017-12-24 11:48:17	944882415151050753	https://twitter.com/SimonDixonTwitt/status/944882415151050753			
	Gold is used as a hedge against financial uncertainty as it exists outside the banking system. That is what is meant by the comparison.	SimonDixonTwitt	2	0	2017-12-24 11:21:56	944875781896974337	https://twitter.com/SimonDixonTwitt/status/944875781896974337			
bitcoin 	Why Bitcoin is decentralized... - BnkToTheFuture Blog http:// blog.bnktothefuture.com/why-bitcoin-is -decentralized/ …	SimonDixonTwitt	31	14	2017-12-24 07:35:41	944818848263532546	https://twitter.com/SimonDixonTwitt/status/944818848263532546			
	I’m talking about all the devs. in our industry. All in this industry are acting in their own self interest.	SimonDixonTwitt	1	0	2017-12-24 07:27:19	944816742802575360	https://twitter.com/SimonDixonTwitt/status/944816742802575360			
	Those merchants will covert to fiat anyway as their model does not allow for volatility due to tight margin. That’s why digital cash has to be stable in the country they are holding the cash in IMO.	SimonDixonTwitt	0	0	2017-12-24 07:23:42	944815830709293056	https://twitter.com/SimonDixonTwitt/status/944815830709293056			
	“Off chain won’t work” - don’t underestimate the innovation power of this community. Same goes to those stating on chain scaling cant work. Let the devs. do their thing.	SimonDixonTwitt	2	0	2017-12-24 07:19:18	944814721424863232	https://twitter.com/SimonDixonTwitt/status/944814721424863232			
	They are different as the community are focused on different goals. One may become cash and may become a store of value, the other is a store of value now IMO and may become cash. They both have different methods of how to become cash. On chain v. Off chain goals.	SimonDixonTwitt	1	0	2017-12-24 06:26:33	944801448512180224	https://twitter.com/SimonDixonTwitt/status/944801448512180224			
	I mean redistribution of purchasing power.	SimonDixonTwitt	1	0	2017-12-24 06:22:45	944800492747722752	https://twitter.com/SimonDixonTwitt/status/944800492747722752			
	I don’t believe one thing can be both - good cash has to have stable value in the country it is spent to get mass adoption. It can be niche cash for those that own it but cash for all is stable - nobody wants to speculate on price of their ice cream because cash keeps fluctuating	SimonDixonTwitt	1	0	2017-12-24 06:19:06	944799571837968385	https://twitter.com/SimonDixonTwitt/status/944799571837968385			
	Thank you for the tip. Merry Xmas.	SimonDixonTwitt	0	0	2017-12-24 05:50:40	944792419484266498	https://twitter.com/SimonDixonTwitt/status/944792419484266498			
	It’s a very important point. IMO you need both but good cash should not appreciate in value if it is good cash. Good cash should only maintain value, a good store of value should increase a users purchasing power. Both should have different price movements.	SimonDixonTwitt	3	0	2017-12-24 05:48:00	944791748798185472	https://twitter.com/SimonDixonTwitt/status/944791748798185472			
