bitcoin 	Internet archive continues to accept and expand accepting crypto for donations (now it's taking BTC, BCH, ZEC, ETH). Donation link here: https:// archive.org/donate/bitcoin .php … https:// twitter.com/internetarchiv e/status/959640651024314368 …	VitalikButerin	1804	542	1517901966	960776599795879936	https://twitter.com/VitalikButerin/status/960776599795879936			
	"To be 100% clear, as Wikipedia notes (and I can confirm), Art Jones was quite literally the leader of the ""American Nazi Party"". I don't know why any reporter should be shy of mentioning this. https:// en.wikipedia.org/wiki/Arthur_J. _Jones …"	prchovanec	8	3	1517932678	960905413687431168	https://twitter.com/prchovanec/status/960905413687431168			
	Yes, partisans on both sides step over this line all the time. It's more serious when the President of the United States does.	prchovanec	2	0	1517932511	960904716598284288	https://twitter.com/prchovanec/status/960904716598284288			
	Seems like a lifetime. https:// twitter.com/JonahNRO/statu s/960899019668185088 …	prchovanec	6	0	1517931201	960899221875580929	https://twitter.com/prchovanec/status/960899221875580929			
	Wonder whether Trump will respond with a tweet about Kim's bad breath? https://www. rawstory.com/2018/02/north- korean-press-shreds-trump-nasty-body-odor-caused-fraud-sexual-abuse-crimes/ …	prchovanec	5	2	1517931156	960899033681334277	https://twitter.com/prchovanec/status/960899033681334277			
	Oh Canada. pic.twitter.com/0lcUhWkeY4	prchovanec	6	2	1517931039	960898540007456769	https://twitter.com/prchovanec/status/960898540007456769			
	cc @JamesFallows https:// twitter.com/fion_li/status /960897811578478592 …	prchovanec	3	0	1517930892	960897923163844608	https://twitter.com/prchovanec/status/960897923163844608			@JamesFallows
	"If a single conservative personality helps campaign or raise funds for Arthur Jones in IL-3 because ""we need the vote"", they are dead to me, forever. He's not a ""Holocaust denier"", he's an Illinois Nazi. https://www. cnn.com/2018/02/05/pol itics/illinois-arthur-jones-republican-holocaust-denier/index.html …"	prchovanec	27	7	1517930805	960897559995789316	https://twitter.com/prchovanec/status/960897559995789316			
	And instead you're stuck here with us.	prchovanec	3	1	1517930535	960896427152039937	https://twitter.com/prchovanec/status/960896427152039937			
	Amen. Does anyone want to hear this, though? https:// twitter.com/AviWoolf/statu s/960892622272450560 …	prchovanec	13	4	1517930465	960896133127180293	https://twitter.com/prchovanec/status/960896133127180293			
	If they charge Hillary, however, all will be forgiven. https:// twitter.com/ianbremmer/sta tus/960892618031927301 …	prchovanec	2	0	1517930416	960895926603845632	https://twitter.com/prchovanec/status/960895926603845632			
	No question.	prchovanec	0	0	1517929183	960890756692086785	https://twitter.com/prchovanec/status/960890756692086785			
	Suck up.	prchovanec	1	0	1517929153	960890631420895232	https://twitter.com/prchovanec/status/960890631420895232			
	I don't agree with that.	prchovanec	2	0	1517926139	960877990900092929	https://twitter.com/prchovanec/status/960877990900092929			
	Though it's important to keep in mind this is because the discount rate has changed, not cash flows.	prchovanec	2	0	1517926091	960877788663304193	https://twitter.com/prchovanec/status/960877788663304193			
	A bird flu outbreak at the Winter Olympics has to be one of the CDC's nightmare scenarios.	prchovanec	5	0	1517926018	960877481753546752	https://twitter.com/prchovanec/status/960877481753546752			
	I am always interested in hearing good arguments, particularly when they challenge what I’m thinking.	prchovanec	5	0	1517922314	960861945736855552	https://twitter.com/prchovanec/status/960861945736855552			
	Some of them did. Many of them did not. In any case, it’s irrelevant to whether they are correct now or not.	prchovanec	0	0	1517922052	960860847353548801	https://twitter.com/prchovanec/status/960860847353548801			
	Ad hominem. Please argue WHY their arguments are wrong, not cast broad and partially inaccurate aspersions. https:// twitter.com/peterschiff/st atus/960857531689119744 …	prchovanec	8	1	1517921940	960860377176330240	https://twitter.com/prchovanec/status/960860377176330240			
	Just popped into my head this morning!	prchovanec	0	0	1517920512	960854386493874176	https://twitter.com/prchovanec/status/960854386493874176			
	Dammit Janet! pic.twitter.com/GG1R8RluDv	prchovanec	7	2	1517920337	960853652087951360	https://twitter.com/prchovanec/status/960853652087951360			
	Ah, but surely he would have told you to sell at exactly the right time!	prchovanec	0	0	1517919759	960851230238101505	https://twitter.com/prchovanec/status/960851230238101505			
	What is the equivalent among Americans now? https:// twitter.com/JChengWSJ/stat us/960755184329732096 …	prchovanec	4	0	1517897187	960756557507186688	https://twitter.com/prchovanec/status/960756557507186688			
	Feb 5, 1918 - New York Times: German strikes broken by army #100yearsago pic.twitter.com/p8q6muqEvY	prchovanec	0	0	1517896627	960754206541078528	https://twitter.com/prchovanec/status/960754206541078528		#100yearsago	
	Feb 5, 1918 - New York Times: Romanians disarm two Russian divisions from army overrunning Moldavia #100yearsago pic.twitter.com/gHcRmIOPAe	prchovanec	1	0	1517896574	960753983991308288	https://twitter.com/prchovanec/status/960753983991308288		#100yearsago	
	Feb 5, 1918 - New York Times: Reports that Americans in Helsinki are safe, despite outbreak of civil war across Finland #100yearsago pic.twitter.com/wgnYuz8Tdv	prchovanec	1	3	1517896510	960753717283885056	https://twitter.com/prchovanec/status/960753717283885056		#100yearsago	
	Feb 5, 1918 - New York Times: Central Powers meet in Berlin to confer on peace negotiations with Russia #100yearsago pic.twitter.com/9UoH9U6fYw	prchovanec	0	0	1517896459	960753501272969216	https://twitter.com/prchovanec/status/960753501272969216		#100yearsago	
	February 1918 - German soldier talking with two Bolshevik soldiers (one of them a young boy) outside peace negotiations at Brest-Litovsk #100yearsago pic.twitter.com/ghiT4o3aDV	prchovanec	4	5	1517896104	960752011330424833	https://twitter.com/prchovanec/status/960752011330424833		#100yearsago	
	Feb 5, 1918 - Bulgarian artillerymen and their guns, transferred to the Western Front to support Germany's oncoming Spring Offensive #100yearsago pic.twitter.com/kW2MTjgssg	prchovanec	1	1	1517895955	960751388543381504	https://twitter.com/prchovanec/status/960751388543381504		#100yearsago	
	Feb 5, 1918 - Western Mail: British Prime Minister Lloyd George rallies Allies against Germans still bent on world domination #100yearsago pic.twitter.com/iLRS1o2apH	prchovanec	3	1	1517895866	960751014008811521	https://twitter.com/prchovanec/status/960751014008811521		#100yearsago	
	Feb 4, 1918 - New York Times: Bulgarian Premier joins ongoing peace negotiations with Russians at Brest-Litovsk #100yearsago pic.twitter.com/D0EDEXsAv3	prchovanec	0	0	1517895750	960750527524016129	https://twitter.com/prchovanec/status/960750527524016129		#100yearsago	
	Feb 4, 1918 - New York Times: More houses needed for US shipbuilders #100yearsago pic.twitter.com/V3OQK1iMAl	prchovanec	1	0	1517895693	960750291179229184	https://twitter.com/prchovanec/status/960750291179229184		#100yearsago	
	Feb 4, 1918 - New York Times: Red Cross has spent nearly $80 millions on war relief efforts #100yearsago pic.twitter.com/5iKx5pyOFN	prchovanec	2	2	1517895661	960750153861869568	https://twitter.com/prchovanec/status/960750153861869568		#100yearsago	
	Feb 4, 1918 - New York Times: Russian-American Bolsheviks form Soviet in US to rally the working class #100yearsago pic.twitter.com/GJz2PgNxoK	prchovanec	2	4	1517895614	960749957459382272	https://twitter.com/prchovanec/status/960749957459382272		#100yearsago	
	Feb 4, 1918 - New York Times: Fighting continues in Finland between government troops under Mannerheim and Red Guards #100yearsago pic.twitter.com/rll0gPwjMU	prchovanec	1	2	1517895565	960749753049993216	https://twitter.com/prchovanec/status/960749753049993216		#100yearsago	
	Feb 4, 1918 - New York Times: Bolsheviks still calling the shots in Russia #100yearsago pic.twitter.com/hYEZlWM8kN	prchovanec	0	1	1517895474	960749369875148800	https://twitter.com/prchovanec/status/960749369875148800		#100yearsago	
	Feb 4, 1918 - New York Times: US businessman back from Russia says foreign nations must intervene #100yearsago pic.twitter.com/8WHt3Le7HQ	prchovanec	2	0	1517895435	960749206263812096	https://twitter.com/prchovanec/status/960749206263812096		#100yearsago	
	Mexico has its own Trumps, who have repeatedly shot their country in its own foot. https:// twitter.com/Reuters/status /960734825622724608 …	prchovanec	11	1	1517892157	960735457293275136	https://twitter.com/prchovanec/status/960735457293275136			
	It's not too hard to set a perjury trap for this President. Just ask him how many people attended his Inauguration. https://www. nytimes.com/2018/02/05/us/ politics/trump-lawyers-special-counsel-interview.html …	prchovanec	11	1	1517891886	960734320448163840	https://twitter.com/prchovanec/status/960734320448163840			
	5. Yellen actually warned of this a year ago, when asked about the prospect of a big fiscal stimulus. https:// apnews.com/c106d5b28ec942 cbb951a263ca3e6320/yellen-signals-caution-about-trumps-economic-stimulus-plan … )	prchovanec	260	71	1517891415	960732347321733121	https://twitter.com/prchovanec/status/960732347321733121			
	"3. Interest rates aren't going up because ""easy money"" has suddenly been cut off, or ran out. 4. One reason they're going up is because the Trump tax cut stimulates demand at a time when the US economy is nearing full capacity."	prchovanec	176	36	1517891268	960731731132379137	https://twitter.com/prchovanec/status/960731731132379137			
	"1. Obama didn't set Fed monetary policy, one way or the other. 2. This implies the ""Trump stock market"" was simply an extension of an easy-money bubble."	prchovanec	193	31	1517891113	960731080809701379	https://twitter.com/prchovanec/status/960731080809701379			
	I'm laughing so hard it actually hurts. https://www. mediamatters.org/video/2018/02/ 05/sean-hannity-blames-obama-historic-market-crash/219279 …	prchovanec	1875	502	1517890347	960727866928517120	https://twitter.com/prchovanec/status/960727866928517120			
	You're going to need some go-to metaphors first. https:// twitter.com/jorge_guajardo /status/960725211804065792 …	prchovanec	9	0	1517890237	960727406016385024	https://twitter.com/prchovanec/status/960727406016385024			
	Yes, watching the 10-year yield fall off a cliff at the end of the day was like watching a fever break. I wonder how long it takes the stock market to figure that out.	prchovanec	2	0	1517889732	960725287066570752	https://twitter.com/prchovanec/status/960725287066570752			
	They're wrong on both counts.	prchovanec	0	0	1517889481	960724232211660800	https://twitter.com/prchovanec/status/960724232211660800			
	Oh that's not scary, at all. https:// twitter.com/fryan/status/9 60723071375089664 …	prchovanec	31	13	1517889275	960723368982040576	https://twitter.com/prchovanec/status/960723368982040576			
	Because NHS is the only religion they've still got. https:// twitter.com/TIME/status/96 0709795568406528 …	prchovanec	2	0	1517889224	960723158163689473	https://twitter.com/prchovanec/status/960723158163689473			
	"I think it would be useful if someone could compile a ""greatest hits"" video of Page's comments. I don't think a lot of people realize how ""out there"" they've been."	prchovanec	8	1	1517889040	960722384956387329	https://twitter.com/prchovanec/status/960722384956387329			
	You want a bubble bursting? Here's a bubble bursting. https:// twitter.com/SoberLook/stat us/960721663783514113 …	prchovanec	20	11	1517888941	960721970676555777	https://twitter.com/prchovanec/status/960721970676555777			
	Nobody should be getting their information from just one source. I think we'll at least agree on that.	prchovanec	0	0	1517888360	960719532930281474	https://twitter.com/prchovanec/status/960719532930281474			
	That is not my experience watching CNN at least. And I also watch them all. Sorry.	prchovanec	0	0	1517888163	960718704148471808	https://twitter.com/prchovanec/status/960718704148471808			
	Thanks, it makes me feel better about no longer being invited on anymore, to know that's its because I'm tangential.	prchovanec	0	0	1517887905	960717625230872576	https://twitter.com/prchovanec/status/960717625230872576			
	It doesn't matter if he's serious, no American President should talk this way. http://www. nationalreview.com/corner/456123/ trump-says-democrats-are-treasonous …	prchovanec	10	2	1517887792	960717149030543360	https://twitter.com/prchovanec/status/960717149030543360			
	They certainly won't invite any Republicans critical of Trump, that's for sure.	prchovanec	0	0	1517887687	960716708024586240	https://twitter.com/prchovanec/status/960716708024586240			
	"This guy is - no joke - an Illinois Nazi straight out of the Blues Brothers. I'm not ""calling"" him a Nazi, he's a Nazi."	prchovanec	35	6	1517887643	960716525505253376	https://twitter.com/prchovanec/status/960716525505253376			
	The Illinois State Republican Party vigorously repudiated him then. I would certainly hope they do so again, at the top of their lungs.	prchovanec	21	7	1517887569	960716212681535488	https://twitter.com/prchovanec/status/960716212681535488			
	"I managed a GOP primary campaign in 1996 that defeated Arthur Jones 2-1, though he got himself on the top of the ballot. Jones is not just a ""holocaust denier"", he is quite literally an American Nazi. Full stop, heil Hitler. https:// chicago.suntimes.com/news/holocaust -denier-arthur-jones-republican-3rd-congressional-district-lipinski-newman/ …"	prchovanec	37	18	1517887501	960715929586950145	https://twitter.com/prchovanec/status/960715929586950145			
	Cats and Chinese people, in my experience (including most of my family).	prchovanec	1	0	1517887297	960715074280329218	https://twitter.com/prchovanec/status/960715074280329218			
	But I'm frequently told I'm wrong because the People have spoken. https:// twitter.com/jordanmoore092 9/status/960713800721817600 …	prchovanec	4	0	1517887090	960714205178494976	https://twitter.com/prchovanec/status/960714205178494976			
	I'm not saying everything will be fine forever. Just that the clouds visible on the horizon do not imply an imminent downpour.	prchovanec	0	0	1517887030	960713953570680832	https://twitter.com/prchovanec/status/960713953570680832			
	Should put more upward pressure on the dollar than we've seen, which could prove a headwind to growth. Part of the uptick in rates may be to attract those fund flows.	prchovanec	0	0	1517886935	960713553819947008	https://twitter.com/prchovanec/status/960713553819947008			
	If I watched Fox all day, I might think it too. They don't seem to invite many people on with a differing point of view. https:// twitter.com/Reuters/status /960712168055476225 …	prchovanec	7	3	1517886668	960712437556240384	https://twitter.com/prchovanec/status/960712437556240384			
	Then he should be subpoenaed and made to take the 5th, if he wants to. https:// twitter.com/Reuters/status /960710704448921600 …	prchovanec	14	6	1517886550	960711942766706688	https://twitter.com/prchovanec/status/960711942766706688			
	I would argue not.	prchovanec	0	0	1517886439	960711475487703040	https://twitter.com/prchovanec/status/960711475487703040			
	There are various ways to calculate, Damodaran's 10-year trailing cash flow is 4.8% now.	prchovanec	0	0	1517886401	960711314325868544	https://twitter.com/prchovanec/status/960711314325868544			
	P/E ratio (22x trailing operating earnings) is high, by normal historical measures. But given low interest rates, the equity risk premium is still 4.8%, above the historical average of 4.1%.	prchovanec	2	0	1517886321	960710979305787393	https://twitter.com/prchovanec/status/960710979305787393			
	For a moment, yes.	prchovanec	0	0	1517886228	960710591638921216	https://twitter.com/prchovanec/status/960710591638921216			
	What do you think the equity risk premium should be, assuming you think 4.8% is too low?	prchovanec	0	0	1517886076	960709951474880512	https://twitter.com/prchovanec/status/960709951474880512			
	The thing, in my view, that will shake this is earnings season. When earnings come out, concrete performance will trump general anxiety.	prchovanec	6	1	1517886025	960709737083015170	https://twitter.com/prchovanec/status/960709737083015170			
	These seems grossly excessive to me, given the realistic extent of inflation/interest rate concerns and otherwise solid economic data. https:// twitter.com/CNBCnow/status /960706723882430464 …	prchovanec	5	5	1517885952	960709433931087873	https://twitter.com/prchovanec/status/960709433931087873			
	Which would suggest that the market has already overshot its mark, on the downside.	prchovanec	3	1	1517885883	960709143874060289	https://twitter.com/prchovanec/status/960709143874060289			
	Or, to put it differently, that higher returns, over the full course of the cycle, was the reward for accepting volatility.	prchovanec	0	0	1517885565	960707809229750272	https://twitter.com/prchovanec/status/960707809229750272			
	"No, I'm trying to provide perspective. There is no ""blow"" for a long-term investor who understood that volatility was the price to be paid for higher returns."	prchovanec	0	0	1517885525	960707642367795200	https://twitter.com/prchovanec/status/960707642367795200			
	And here is what I wrote in the aftermath of the January 2016 sell-off. Again, worth a read: http://www. silvercrestgroup.com/uploads/viewFi le/56ba0133-49d4-4c29-ae05-1e4fc0a864b8/02_Economic%20Market%20Review%20February%202016.pdf …	prchovanec	20	8	1517885422	960707211231137793	https://twitter.com/prchovanec/status/960707211231137793			
	Here is what I wrote at the depth of the August 2015 sell-off. Worth a read: http://www. silvercrestgroup.com/uploads/viewFi le/55eeead2-8e98-415f-b1d2-03c4c0a864b8/Economic%20Market%20Review%20September%202015.pdf …	prchovanec	4	2	1517885281	960706617900748800	https://twitter.com/prchovanec/status/960706617900748800			
	They look like blips on the radar screen now, but whoa boy, people were freaking out then.	prchovanec	8	2	1517885094	960705835084087297	https://twitter.com/prchovanec/status/960705835084087297			
	This 5-year chart of the S&P 500 is pretty interesting in that you can see the last two sudden downturns (in late 2015 and early 2016) quite clearly, along with their rebounds. pic.twitter.com/WofC2w3E0k	prchovanec	2	3	1517885053	960705662811480065	https://twitter.com/prchovanec/status/960705662811480065			
	At least I'm pretty sure both of them qualified as corrections - I'd have to go back and check the numbers to see if they dropped -10%.	prchovanec	4	0	1517884531	960703473112178688	https://twitter.com/prchovanec/status/960703473112178688			
	The last one before that was August 2015. I remember both well, particularly because they were both triggered by concerns over China's economy slowing down, and speculation about a possible devaluation of the yuan.	prchovanec	5	2	1517884333	960702640198860801	https://twitter.com/prchovanec/status/960702640198860801			
	On average, stock market corrections happen about once every year. The last correction the US stock market had was two years ago, in January 2016.	prchovanec	5	1	1517884246	960702276435312640	https://twitter.com/prchovanec/status/960702276435312640			
	"The Dow Jones Industrial Average (DJIA) saw its peak close at 26,616.71 on January 26, up +7.7% from year's end. It is now down -1.5% year-to-date. That's down -8.5% from its peak close - again, technically not yet a ""correction""."	prchovanec	3	2	1517884098	960701657020497920	https://twitter.com/prchovanec/status/960701657020497920			
	A market correction is defined as a -10% decline, and the S&P 500 is currently down -7.8% from its peak close, so technically not yet a correction, at least as far as the S&P 500 is concerned.	prchovanec	8	16	1517883917	960700898795237382	https://twitter.com/prchovanec/status/960700898795237382			
	The S&P 500 saw its peak close at 2872.87 on January 26, up +7.5% from year's end. It now stands at 2648.94, down -0.9% year-to-date.	prchovanec	15	11	1517883732	960700119464202245	https://twitter.com/prchovanec/status/960700119464202245			
	Your view is as absurd as the people on Fox who think anyone left of Mitt Romney are hidden Trotskyites.	prchovanec	1	0	1517877445	960673752999780354	https://twitter.com/prchovanec/status/960673752999780354			
	Rather than accuse people of fronting for some true (and diabolical) conservatism, why not just admit that it means different things to different people, and that people should make the case for their own views to the best of their ability?	prchovanec	0	0	1517877199	960672721364537345	https://twitter.com/prchovanec/status/960672721364537345			
	Works for me.	prchovanec	0	0	1517877079	960672214994612224	https://twitter.com/prchovanec/status/960672214994612224			
	I think we’re seeing the market overshoot reflected right here. https:// twitter.com/soberlook/stat us/960637402657239041 …	prchovanec	1	2	1517877002	960671895279624193	https://twitter.com/prchovanec/status/960671895279624193			
	Everybody has to earn a living, and if some of them can do it full-time writing for a liberal or conservative or whatever publication, and can do it honestly, kudos to them.	prchovanec	0	0	1517876790	960671004988239872	https://twitter.com/prchovanec/status/960671004988239872			
	Or they want a regular audience, and believe they can persuade people of whatever it is they’re thinking.	prchovanec	1	0	1517876701	960670631426707461	https://twitter.com/prchovanec/status/960670631426707461			
	A very novel, non-tribal idea I know.	prchovanec	0	0	1517876271	960668826311577603	https://twitter.com/prchovanec/status/960668826311577603			
	Or maybe their purpose is simply to reflect what they think, rather than bearing some sort of collective responsibility for what anyone else thinks.	prchovanec	3	0	1517876189	960668482349293568	https://twitter.com/prchovanec/status/960668482349293568			
	But somewhat higher rates could be the mechanism to draw those funds.	prchovanec	0	0	1517875930	960667395944837120	https://twitter.com/prchovanec/status/960667395944837120			
	That’s what happened when the budget deficit exploded in the mid-1980s, rather than rising rates. Which is why the trade deficit also widened dramatically.	prchovanec	0	0	1517875885	960667209260589056	https://twitter.com/prchovanec/status/960667209260589056			
	Well ... it could also put upward pressure on the dollar instead (by attracting foreign fund flows). https:// twitter.com/davidwetherell /status/960639042672001024 …	prchovanec	1	1	1517875476	960665494427701250	https://twitter.com/prchovanec/status/960665494427701250			
	He doesn’t. Think about it.	prchovanec	1	0	1517875196	960664316851736576	https://twitter.com/prchovanec/status/960664316851736576			
	Joy, no offense to Bruce, but this isn’t as “man bites dog” as you’re making it out to be.	prchovanec	2	0	1517875059	960663742462734336	https://twitter.com/prchovanec/status/960663742462734336			
	If I have to live in a banana republic, can I at least get a banana? https:// twitter.com/jeffflake/stat us/960661409808961536 …	prchovanec	13	3	1517874862	960662917938077697	https://twitter.com/prchovanec/status/960662917938077697			
	There were more would-be sellers than would-be buyers at the offer price.	prchovanec	2	1	1517874692	960662202847023104	https://twitter.com/prchovanec/status/960662202847023104			
	Now you’re stuck with us.	prchovanec	1	0	1517874493	960661369539514368	https://twitter.com/prchovanec/status/960661369539514368			
	Why not? Because it’s a free country, not a dictatorship. https:// twitter.com/abcpolitics/st atus/960604715854700544 …	prchovanec	22	7	1517874147	960659918184484871	https://twitter.com/prchovanec/status/960659918184484871			
	Given the tone in financial press on this selloff. Arrogance & ignorance still appears to be at ATH. In the Five stage of grieving this was Denial moving to Anger	Sunchartist	6	1	1517956052	961003451802034176	https://twitter.com/Sunchartist/status/961003451802034176			
	Well if you think VIX ETN are levered/ convex payout. There are options on these ETN's for people looking more excitement. Any short puts on XIV etc	Sunchartist	1	0	1517954995	960999021379690497	https://twitter.com/Sunchartist/status/960999021379690497			
	My only issue is what we saw at the top has all the skid marks of 5 of (5)	Sunchartist	0	0	1517954026	960994956402860032	https://twitter.com/Sunchartist/status/960994956402860032			
	GS financial conditions index. Not sure if it tells you anything more than what you already know pic.twitter.com/7mP3ePDI5T	Sunchartist	3	2	1517953900	960994429015228416	https://twitter.com/Sunchartist/status/960994429015228416			
	I am biased, SNAP has even less of a reason to exist than FB	Sunchartist	9	0	1517953394	960992306777096192	https://twitter.com/Sunchartist/status/960992306777096192			
	So this fits in not fake market. (Jim Cramer) Snap is still loosing money but not as fast. In fake market it would be down but in unfake it it is https:// twitter.com/business/statu s/960991037274640391 …	Sunchartist	2	0	1517953222	960991581896556544	https://twitter.com/Sunchartist/status/960991581896556544			
	We either ended wave 1 or A. Next few days/ weeks. Outside chance wave 4 (this will hurt max number of investors)	Sunchartist	4	1	1517952249	960987502805790720	https://twitter.com/Sunchartist/status/960987502805790720			
	VOL TARGET: We estimate the size of this market as 200-250bn with selling of 20bn on a -4% move. These funds are fully allocated and we could see more selling if markets remain volatile. DEUTSCHE	Sunchartist	4	0	1517932524	960904769731641344	https://twitter.com/Sunchartist/status/960904769731641344			
	CNBC-TV18 also using Market Turmoil tag line. Positive I think	Sunchartist	1	0	1517932353	960904052832796672	https://twitter.com/Sunchartist/status/960904052832796672			
	Mandatory leak proof dark brown trousers remains in force	Sunchartist	2	0	1517932197	960903396491370497	https://twitter.com/Sunchartist/status/960903396491370497			
	Please stay away from equity market screens as the excessive volatility & rapid color change may cause Photosensitive epilepsy seizures	Sunchartist	15	1	1517931702	960901322408001536	https://twitter.com/Sunchartist/status/960901322408001536			
	Dow is like Disco lights, Swings like crazy between red & green.	Sunchartist	7	1	1517930757	960897358270627846	https://twitter.com/Sunchartist/status/960897358270627846			
	Dow red	Sunchartist	2	0	1517930497	960896266124210176	https://twitter.com/Sunchartist/status/960896266124210176			
	ICJ CBOE Implied Correlation now that is one hell of a breakout. pic.twitter.com/L0IZrbLDvP	Sunchartist	7	6	1517930382	960895787155693568	https://twitter.com/Sunchartist/status/960895787155693568			
	Dow Fut range today (so far) 1,541.	Sunchartist	2	0	1517930232	960895155552141312	https://twitter.com/Sunchartist/status/960895155552141312			
	RISK PARITY FUNDS: We think the market is ~ $400-600bn of which approx 100-150bn is levered equity exposure DB	Sunchartist	8	4	1517929402	960891673394823168	https://twitter.com/Sunchartist/status/960891673394823168			
	DOW AVERAGE RISES MORE THAN 300 POINTS, UP 1.4%	Sunchartist	4	2	1517929070	960890283511578624	https://twitter.com/Sunchartist/status/960890283511578624			
	VIX REVERSES GAIN, FALLS 39%	Sunchartist	4	0	1517929043	960890169640476673	https://twitter.com/Sunchartist/status/960890169640476673			
	DOW RIPPING +244	Sunchartist	2	0	1517928829	960889269911875584	https://twitter.com/Sunchartist/status/960889269911875584			
	VIX fut 22.27 -22.54%	Sunchartist	5	0	1517928484	960887825150263296	https://twitter.com/Sunchartist/status/960887825150263296			
	Spoos Green But Utilities getting kicked in the nuts	Sunchartist	2	0	1517928340	960887220377808896	https://twitter.com/Sunchartist/status/960887220377808896			
	*DOW JONES INDUSTRIAL AVERAGE ERASES LOSS OF 500 POINTS	Sunchartist	2	2	1517928189	960886588292005888	https://twitter.com/Sunchartist/status/960886588292005888			
	DOW green	Sunchartist	1	0	1517928161	960886470302027777	https://twitter.com/Sunchartist/status/960886470302027777			
	Transportation green as well	Sunchartist	1	0	1517928011	960885841533984768	https://twitter.com/Sunchartist/status/960885841533984768			
	NDX green	Sunchartist	1	0	1517927830	960885080917815296	https://twitter.com/Sunchartist/status/960885080917815296			
	The growth in number of VIX and options analyst in last 48 hours is a bull market on its own	Sunchartist	21	3	1517926811	960880805596704768	https://twitter.com/Sunchartist/status/960880805596704768			
	Goldman argues Outstanding Vegas of major VIX ETF's is tiny pic.twitter.com/XH9PP6pbt9	Sunchartist	3	3	1517923839	960868342528552960	https://twitter.com/Sunchartist/status/960868342528552960			
	Funny their 2018 outlook said Benign volatility. https:// twitter.com/cnbctv18live/s tatus/960863822193086465 …	Sunchartist	3	0	1517922916	960864471999639554	https://twitter.com/Sunchartist/status/960864471999639554			
	VIX curve 1 month change. Went from giving you 7-9% carry to -25% pic.twitter.com/C4PcbBS4yF	Sunchartist	8	6	1517922295	960861864224632832	https://twitter.com/Sunchartist/status/960861864224632832			
	BOJ was certainly there this morning	Sunchartist	1	0	1517921020	960856517116231680	https://twitter.com/Sunchartist/status/960856517116231680			
	What is worth without electric grid	Sunchartist	1	0	1517920947	960856211057917953	https://twitter.com/Sunchartist/status/960856211057917953			
	That seems like wishful thinking or hope	Sunchartist	1	0	1517920893	960855984443764737	https://twitter.com/Sunchartist/status/960855984443764737			
	If we have a down day > yesterday's then I think it is time to buy guns, ammunition & tinned food.	Sunchartist	6	0	1517920711	960855224033275906	https://twitter.com/Sunchartist/status/960855224033275906			
	No	Sunchartist	0	0	1517919801	960851404293259264	https://twitter.com/Sunchartist/status/960851404293259264			
bitcoin 	Dow Futures +120 in a jiffy. The intra day volatility beats Bitcoin for a fraction of returns	Sunchartist	7	1	1517919775	960851298542239744	https://twitter.com/Sunchartist/status/960851298542239744			
	Brent and WTI testing 50 DMA	Sunchartist	1	0	1517919666	960850841384071169	https://twitter.com/Sunchartist/status/960850841384071169			
	*CREDIT SUISSE IS SAID TO CONSIDER REDEMPTION OF VOLATILITY ETN	Sunchartist	2	2	1517919497	960850130885734401	https://twitter.com/Sunchartist/status/960850130885734401			
	VIX SURGES ABOVE 50 FOR FIRST TIME SINCE AUGUST 2015	Sunchartist	5	8	1517919396	960849705310732289	https://twitter.com/Sunchartist/status/960849705310732289			
	pic.twitter.com/EOGDrgeN7M	Sunchartist	2	0	1517915202	960832116765306885	https://twitter.com/Sunchartist/status/960832116765306885			
	AUDJPY weekly ascending wedge pic.twitter.com/ny4SpuiHTK	Sunchartist	5	2	1517915079	960831600274522112	https://twitter.com/Sunchartist/status/960831600274522112			
	S&P +0.61% Nasdaq +0.81%	Sunchartist	2	1	1517914634	960829732014120960	https://twitter.com/Sunchartist/status/960829732014120960			
	In XIV terms every asset class is up	Sunchartist	5	0	1517914350	960828540710088704	https://twitter.com/Sunchartist/status/960828540710088704			
	When the market is looking for a crash it rarely happen Just my 2₵	Sunchartist	7	0	1517914310	960828373365792769	https://twitter.com/Sunchartist/status/960828373365792769			
	USDCNY 6.2760 close here would be the lowest since 8th July 2015	Sunchartist	3	0	1517912054	960818914350440448	https://twitter.com/Sunchartist/status/960818914350440448			
	*INDIA MAY CONSIDER INDEXATION FOR L/T TAX ON STOCK GAINS: CNBC	Sunchartist	3	2	1517911865	960818121249456128	https://twitter.com/Sunchartist/status/960818121249456128			
	India Government 10 year yields falling which appeared counter trend rally in bonds. Upside not done pic.twitter.com/QVQjRlOl4N	Sunchartist	3	0	1517908378	960803492804771840	https://twitter.com/Sunchartist/status/960803492804771840			
	*PBOC TO INCREASE MARKET'S ROLE IN EXCHANGE RATE As compared to	Sunchartist	4	1	1517908103	960802341686358016	https://twitter.com/Sunchartist/status/960802341686358016			
	*INDIA'S GARG: MAY SKIP LAST AUCTION OF INR110B IF YIELDS HIGH   *INDIA'S GARG SAYS HAVE CASH TO MANAGE WITHOUT LAST AUCTION   *INDIA UNLIKELY TO IMPROVE FISCAL GAP AIM OF 3.5% FOR FY18: GARG	Sunchartist	1	0	1517907951	960801703934046208	https://twitter.com/Sunchartist/status/960801703934046208			
	Very likely -90% MTM https:// twitter.com/hayekandkeynes /status/960795069946134529 …	Sunchartist	3	2	1517906703	960796469690167297	https://twitter.com/Sunchartist/status/960796469690167297			
