	That doesn't let you collaboratively edit in real time.	VitalikButerin	10	3	1519099654	965800067490660352	https://twitter.com/VitalikButerin/status/965800067490660352			
	Feb 19, 1918 - New York Times: President Wilson seeks to quash strikes on war-related work #100yearsago pic.twitter.com/HPIZT3oVus	prchovanec	1	2	1519121223	965890534475677696	https://twitter.com/prchovanec/status/965890534475677696		#100yearsago	
	Feb 19, 1918 - New York Times: Russian Bolsheviks say Polish Army has joined the Germans #100yearsago pic.twitter.com/iiEBuGkB9G	prchovanec	1	0	1519121150	965890228752797696	https://twitter.com/prchovanec/status/965890228752797696		#100yearsago	
	Feb 19, 1918 - New York Times: US Navy orders even more destroyers #100yearsago pic.twitter.com/hkqnLIbfpH	prchovanec	0	0	1519121107	965890048674619392	https://twitter.com/prchovanec/status/965890048674619392		#100yearsago	
	Feb 19, 1918 - New York Times: US troops battle enemy aircraft on their sector of the Western Front #100yearsago pic.twitter.com/0es8pKxOLu	prchovanec	0	0	1519121055	965889830231064576	https://twitter.com/prchovanec/status/965889830231064576		#100yearsago	
	Feb 19, 1918 - New York Times: Speaking in Carnegie Hall, evangelist Billy Sunday says German Kaiser has turned from God #100yearsago pic.twitter.com/0vHywQBoes	prchovanec	0	0	1519120998	965889590979522560	https://twitter.com/prchovanec/status/965889590979522560		#100yearsago	
	Feb 19, 1918 - New York Times: British Prime Minister Lloyd George to face critics in House of Commons #100yearsago pic.twitter.com/AydCwcYjGG	prchovanec	1	2	1519120931	965889311995453441	https://twitter.com/prchovanec/status/965889311995453441		#100yearsago	
	Feb 19, 1918 - New York Times: Bolsheviks pillage Russian churches; Church calls on Russians to observe old calendar and holidays #100yearsago pic.twitter.com/qJyK54Ix8m	prchovanec	3	2	1519120887	965889126934364160	https://twitter.com/prchovanec/status/965889126934364160		#100yearsago	
	What happened now?	prchovanec	0	0	1519120789	965888713208225792	https://twitter.com/prchovanec/status/965888713208225792			
	♫ Waiting in the bushes of love ♫ https:// twitter.com/lori_thib/stat us/965427902090240001 …	prchovanec	6	0	1519084490	965736465647812609	https://twitter.com/prchovanec/status/965736465647812609			
	Significant shift. https:// twitter.com/jonathanvswan/ status/965712594215587840 …	prchovanec	1	1	1519084213	965735303586574337	https://twitter.com/prchovanec/status/965735303586574337			
	To wit: http://www. independent.co.uk/news/world/ame ricas/us-russia-sanctions-trump-no-new-congress-law-election-hacking-intervention-putin-kremlin-a8184866.html …	prchovanec	10	7	1519084164	965735098841645056	https://twitter.com/prchovanec/status/965735098841645056			
	To wit: https://www. washingtonpost.com/world/national -security/trump-administration-moves-to-return-russian-compounds-in-maryland-and-new-york/2017/05/31/3c4778d2-4616-11e7-98cd-af64b4fe2dfc_story.html?utm_term=.736d9a9b07ee …	prchovanec	12	10	1519084033	965734549878484992	https://twitter.com/prchovanec/status/965734549878484992			
	"He expelled 35 Russian ""diplomats"" and shut down two of their spy facilities in the US - actions you and people around you have often hinted you might rescind. Congress also almost unanimously passed new sanctions on Russia, which you still refuse to enforce. https:// twitter.com/realDonaldTrum p/status/965676314576543744 …"	prchovanec	53	32	1519083989	965734361990545408	https://twitter.com/prchovanec/status/965734361990545408			
	Are the food pics good?	prchovanec	0	0	1519083072	965730515910246400	https://twitter.com/prchovanec/status/965730515910246400			
	I think that's a very strange interpretation of what I said. The question is whether data is open to investigation and criticism ... or even competition, if seen as faulty.	prchovanec	4	0	1519082875	965729689846165504	https://twitter.com/prchovanec/status/965729689846165504			
	And then it went downhill https:// twitter.com/thetimes/statu s/966071318688010240 …	Sunchartist	5	1	1519164624	966072571492880384	https://twitter.com/Sunchartist/status/966072571492880384			
	Fundamentals of twin defecits do not bode for USD at all. Technicals on the other hand point other direction. May have already turned and point to an incredible rally.	Sunchartist	7	0	1519163099	966066174978007040	https://twitter.com/Sunchartist/status/966066174978007040			
	I just don't know how Gartman does it	Sunchartist	15	2	1519162318	966062898295357440	https://twitter.com/Sunchartist/status/966062898295357440			
	Strong break wouldn't fight it	Sunchartist	1	0	1519161923	966061244015718400	https://twitter.com/Sunchartist/status/966061244015718400			
	Noooo https:// twitter.com/ftasia/status/ 966056502200061954 …	Sunchartist	3	0	1519161246	966058404228706304	https://twitter.com/Sunchartist/status/966058404228706304			
	₹ 64.97	Sunchartist	1	0	1519160707	966056140814540800	https://twitter.com/Sunchartist/status/966056140814540800			
	EEM, INDA / EPI seems to sat on whoopee cushion	Sunchartist	1	0	1519160296	966054418012454912	https://twitter.com/Sunchartist/status/966054418012454912			
	Spinning Top / Tombstone Doji : US benchmark yields. Since it doesn't look like inflation coming off, Risk off seems more probable	Sunchartist	5	1	1519159869	966052628797865984	https://twitter.com/Sunchartist/status/966052628797865984			
	US 5 & 10 year yields LOD	Sunchartist	1	1	1519159192	966049789929390080	https://twitter.com/Sunchartist/status/966049789929390080			
	Looks to me USDINR front ran overall Dollar strength.	Sunchartist	2	0	1519158991	966048946966560768	https://twitter.com/Sunchartist/status/966048946966560768			
	Latest MS FX positioning : the most extend currency GBP longs	Sunchartist	3	2	1519158819	966048223386202112	https://twitter.com/Sunchartist/status/966048223386202112			
	So how are equities positioned for EURUSD Parity?	Sunchartist	7	0	1519158423	966046562068578304	https://twitter.com/Sunchartist/status/966046562068578304			
	DXY +0.68% not surprising risk assets not liking it.	Sunchartist	3	0	1519157738	966043689918197760	https://twitter.com/Sunchartist/status/966043689918197760			
	All the main US indices red	Sunchartist	6	0	1519157322	966041944706052099	https://twitter.com/Sunchartist/status/966041944706052099			
	USDCNH 6.34	Sunchartist	2	0	1519156522	966038589288038400	https://twitter.com/Sunchartist/status/966038589288038400			
	S&P maybe green but some one did not s nd the memo to NYSE A /D	Sunchartist	5	1	1519145128	965990800248094720	https://twitter.com/Sunchartist/status/965990800248094720			
	Jeremy Corbyn threatens to make bankers 'servants of industry' in fresh attack on the City - Telegraph	Sunchartist	4	0	1519144040	965986237252231169	https://twitter.com/Sunchartist/status/965986237252231169			
	US 2 year has Demark 13 and may be trying to put in Tombstone doji reversal today. Let's see	Sunchartist	3	0	1519143930	965985775765434368	https://twitter.com/Sunchartist/status/965985775765434368			
	DXY looks bullish. The bullish engulfing & follow through BBDXY almost did a weekly Demar 13	Sunchartist	4	0	1519143828	965985345396400128	https://twitter.com/Sunchartist/status/965985345396400128			
	US Libor OIS Spread 30.66 approaching 52 week high (32.54) Dollar Shortgae?	Sunchartist	7	3	1519142884	965981385826562049	https://twitter.com/Sunchartist/status/965981385826562049			
	SGX + 25 did I miss something	Sunchartist	3	0	1519139423	965966870229671936	https://twitter.com/Sunchartist/status/965966870229671936			
	Transportation > -1%	Sunchartist	1	0	1519139359	965966604252069889	https://twitter.com/Sunchartist/status/965966604252069889			
	₹ 64.92	Sunchartist	1	0	1519134968	965948186815705088	https://twitter.com/Sunchartist/status/965948186815705088			
	Nifty 10,300 strike has some serious outstanding OI. HNI have sellers of puts so could get interesting pic.twitter.com/kdsUkgcATw	Sunchartist	6	0	1519132110	965936196495945734	https://twitter.com/Sunchartist/status/965936196495945734			
	Yes it is an amazing book	Sunchartist	1	0	1519130594	965929839759843330	https://twitter.com/Sunchartist/status/965929839759843330			
	May I recommend all the devil's are here - a book on pre 2008 if you haven't already read it	Sunchartist	0	0	1519130487	965929388624691201	https://twitter.com/Sunchartist/status/965929388624691201			
	₹ 64.86	Sunchartist	3	0	1519130404	965929043215265793	https://twitter.com/Sunchartist/status/965929043215265793			
	@cnbc when do get of your high horse & fire @JoeSquawk for being a racist Plonker https://www. thewrap.com/cnbcs-joe-kern en-sees-indian-currency-makes-7-eleven-joke-video/ …	Sunchartist	2	1	1519129522	965925343172308992	https://twitter.com/Sunchartist/status/965925343172308992			@cnbc @JoeSquawk
bitcoin 	SBI Card cautions customers against Bitcoin investment http:// ecoti.in/w_h6lZ	Sunchartist	1	0	1519128877	965922637091237889	https://twitter.com/Sunchartist/status/965922637091237889			
	RBI may soon make it tough for firms to raise money overseas http:// ecoti.in/a3Ip-Z	Sunchartist	1	0	1519128850	965922525044617216	https://twitter.com/Sunchartist/status/965922525044617216			
	*INDIA IS SAID TO TIGHTEN APPROVALS FOR FIRMS BORROWING OFFSHORE If it means cutting credit guarantee to offshore Indian entities it means unwinding of balance sheets & buying $	Sunchartist	11	7	1519126914	965914406344310784	https://twitter.com/Sunchartist/status/965914406344310784			
	India Government 10 year Government benchmark yield 7.673% highest close since 26 February 2016 pic.twitter.com/wqkKexUj4h	Sunchartist	9	7	1519126755	965913738405601281	https://twitter.com/Sunchartist/status/965913738405601281			
	USDINR trendline log chart pic.twitter.com/tDopDgWPGh	Sunchartist	8	1	1519126299	965911826251706368	https://twitter.com/Sunchartist/status/965911826251706368			
	Absolutely, through out history monumental have always been led by the young.	Sunchartist	0	0	1519125917	965910221502627840	https://twitter.com/Sunchartist/status/965910221502627840			
	India Government 10 year yields trade at 7.695 % highest since 26 February 2016	Sunchartist	32	8	1519125562	965908731845210112	https://twitter.com/Sunchartist/status/965908731845210112			
	Nifty 0.72% YTD	Sunchartist	1	0	1519121433	965891415824769029	https://twitter.com/Sunchartist/status/965891415824769029			
	Bank Nifty -1.75% YTD	Sunchartist	1	0	1519121376	965891176560644096	https://twitter.com/Sunchartist/status/965891176560644096			
	₹ 4 paisa to the right	Sunchartist	1	0	1519121124	965890119931609089	https://twitter.com/Sunchartist/status/965890119931609089			
	Nifty second consecutive close below 100 DMA	Sunchartist	5	0	1519120751	965888556659953665	https://twitter.com/Sunchartist/status/965888556659953665			
	Nifty PSU Bank index + 0.75% Yes plus	Sunchartist	1	0	1519119454	965883113715875840	https://twitter.com/Sunchartist/status/965883113715875840			
	Careful what you wish for	Sunchartist	1	0	1519119230	965882176095965184	https://twitter.com/Sunchartist/status/965882176095965184			
	*INDIAN RUPEE EXTENDS DROP TO 1%; FALLS TO 64.8550/USD	Sunchartist	2	1	1519118595	965879510804516864	https://twitter.com/Sunchartist/status/965879510804516864			
	Eurodollar & UST futures shorts at % of OI. The red dots are extrapolated numbers for rest of week. pic.twitter.com/xrVEuL8Zwr	Sunchartist	7	3	1519116297	965869871551541248	https://twitter.com/Sunchartist/status/965869871551541248			
	Poorer than parents https:// twitter.com/lisaabramowicz 1/status/965741974610464769 …	Sunchartist	2	0	1519115565	965866804051509248	https://twitter.com/Sunchartist/status/965866804051509248			
	Also a +3 standard deviation move	Sunchartist	1	0	1519115544	965866713924362240	https://twitter.com/Sunchartist/status/965866713924362240			
	FPI in panicked mode on INR	Sunchartist	2	0	1519114686	965863116754993152	https://twitter.com/Sunchartist/status/965863116754993152			
	Biggest Rupee drop since May 2017	Sunchartist	4	1	1519114576	965862655423479809	https://twitter.com/Sunchartist/status/965862655423479809			
	*INDIAN RUPEE EXTENDS DROP; FALLS 0.9% TO 64.7850/USD   *INDIAN BONDS EXTEND DROP; 10-YEAR YIELD RISES 8BPS TO 7.66%	Sunchartist	4	1	1519114514	965862395896721409	https://twitter.com/Sunchartist/status/965862395896721409			
	We call B.S. Damani, Jhunjhunwala, Porinju lapping up these stocks; should you look at them? http:// ecoti.in/gETOdb	Sunchartist	1	0	1519114141	965860831110955008	https://twitter.com/Sunchartist/status/965860831110955008			
	*MOODY'S PUNJAB NATIONAL BANK'S RATINGS UNDER REVIEW FOR CUT	Sunchartist	1	1	1519108420	965836835241934848	https://twitter.com/Sunchartist/status/965836835241934848			
	Nifty weekly log chart Rising wedge pic.twitter.com/36cArfdeV2	Sunchartist	6	0	1519106665	965829475886800896	https://twitter.com/Sunchartist/status/965829475886800896			
	Sensex +178 HOD	Sunchartist	1	0	1519101781	965808990016843782	https://twitter.com/Sunchartist/status/965808990016843782			
	*FITCH PLACES PNB'S VIABILITY RATING ON RATING WATCH NEGATIVE	Sunchartist	3	1	1519100700	965804452883046401	https://twitter.com/Sunchartist/status/965804452883046401			
	*INDIA 2028 GOVERNMENT BOND YIELD RISES 5BPS TO 7.63%	Sunchartist	1	0	1519100586	965803976397537280	https://twitter.com/Sunchartist/status/965803976397537280			
	Nifty PSU Bank index green Nirav Modi is coming back on next flight with suitcases of cash to repay loans	Sunchartist	5	0	1519099926	965801207309639680	https://twitter.com/Sunchartist/status/965801207309639680			
	INDIAN RUPEE DOWN 0.5% TO 64.5050	Sunchartist	1	0	1519098943	965797085898420224	https://twitter.com/Sunchartist/status/965797085898420224			
	What he is really saying is given enough time & privacy we would bribed and threatened our way out by forcing PNB to rollover the LOU https:// twitter.com/indiacharts/st atus/965784368991080449 …	Sunchartist	2	0	1519097107	965789386284482561	https://twitter.com/Sunchartist/status/965789386284482561			
	It has been resolved	Sunchartist	0	0	1519093014	965772217819701248	https://twitter.com/Sunchartist/status/965772217819701248			
	If you consider India as part of Asia 2017 iPhone revenues -16% iOS share 18% Premium segment market share 43% from 62% I would it is getting its ass kicked	Sunchartist	0	0	1519092800	965771319873748994	https://twitter.com/Sunchartist/status/965771319873748994			
	That's still my fave.	RadioFreeTom	1	0	1519167544	966084820517433345	https://twitter.com/RadioFreeTom/status/966084820517433345			
	No. https:// twitter.com/NatIrvinII/sta tus/966070979708575744 …	RadioFreeTom	11	1	1519167494	966084607643979776	https://twitter.com/RadioFreeTom/status/966084607643979776			
	Tribalism demands tribal leaders. We've turned politics into what sports became earlier.	RadioFreeTom	4	0	1519167465	966084485740662784	https://twitter.com/RadioFreeTom/status/966084485740662784			
	"At least it's ""whataboutism"" that starts with an actual ""What about"" https:// twitter.com/vwoodhull938/s tatus/966077284808404992 …"	RadioFreeTom	69	5	1519167428	966084331172171781	https://twitter.com/RadioFreeTom/status/966084331172171781			
	Strangely, I believed this when he ascended to Rock Star status in 2008 and got a Nobel Prize for existing.	RadioFreeTom	2	0	1519167407	966084244006154241	https://twitter.com/RadioFreeTom/status/966084244006154241			
	https://www. huffingtonpost.com/eugene-volokh/ school-children-singing-t_b_300126.html …	RadioFreeTom	0	0	1519167365	966084066360602624	https://twitter.com/RadioFreeTom/status/966084066360602624			
	It was a terrible idea. It wasn't even fun. If I ever play through again, I'll just go in and kill them all.	RadioFreeTom	4	0	1519167253	966083597290692608	https://twitter.com/RadioFreeTom/status/966083597290692608			
	I’m not equating Trump and Obama. Just the cults that sprang up around them. https:// twitter.com/micahjomania/s tatus/966045508824264704 …	RadioFreeTom	125	13	1519163181	966066520840433664	https://twitter.com/RadioFreeTom/status/966066520840433664			
	Uh, not sure you wanna go this road https:// twitter.com/bbshoots2/stat us/966043452268949504 …	RadioFreeTom	120	7	1519159423	966050759002468352	https://twitter.com/RadioFreeTom/status/966050759002468352			
		RadioFreeTom	1	0	1519157369	966042141532319745	https://twitter.com/RadioFreeTom/status/966042141532319745			
	Should’ve politely ignored it	RadioFreeTom	1	0	1519157334	966041993330782208	https://twitter.com/RadioFreeTom/status/966041993330782208			
	2 or 3	RadioFreeTom	1	0	1519154613	966030582605074432	https://twitter.com/RadioFreeTom/status/966030582605074432			
	He played the piano well	RadioFreeTom	2	0	1519154512	966030159349518336	https://twitter.com/RadioFreeTom/status/966030159349518336			
		RadioFreeTom	2	0	1519154488	966030056400310272	https://twitter.com/RadioFreeTom/status/966030056400310272			
	The hero you need, not the one you deserve	RadioFreeTom	5	0	1519154453	966029913231970304	https://twitter.com/RadioFreeTom/status/966029913231970304			
	On one in particular, yes https:// twitter.com/pdx_tom/status /966028862286053376 …	RadioFreeTom	165	3	1519154407	966029719983525888	https://twitter.com/RadioFreeTom/status/966029719983525888			
	As long as you read it :)	RadioFreeTom	1	0	1519154366	966029547501125634	https://twitter.com/RadioFreeTom/status/966029547501125634			
	And this is why I’m proud to have worked for Mr. Nixon https:// twitter.com/dick_nixon/sta tus/966009565836988419 …	RadioFreeTom	43	3	1519154317	966029340147318787	https://twitter.com/RadioFreeTom/status/966029340147318787			
	Although I did finish with the “all three at peace” ending	RadioFreeTom	1	0	1519154135	966028577773948929	https://twitter.com/RadioFreeTom/status/966028577773948929			
	Minutemen or GTFO	RadioFreeTom	2	0	1519154108	966028462661292033	https://twitter.com/RadioFreeTom/status/966028462661292033			
	The thing that’s missing in #Fallout4 is the ability to be a snarky dick, and win the game while still being a total a-hole. You can see why this would be important to me	RadioFreeTom	24	0	1519154083	966028358839660546	https://twitter.com/RadioFreeTom/status/966028358839660546		#Fallout4	
	pic.twitter.com/uLkE5rhzkd	RadioFreeTom	3	0	1519153787	966027116360994816	https://twitter.com/RadioFreeTom/status/966027116360994816			
	*snort*	RadioFreeTom	0	0	1519153655	966026562813374464	https://twitter.com/RadioFreeTom/status/966026562813374464			
	Many people are saying it	RadioFreeTom	4	0	1519153475	966025809227141125	https://twitter.com/RadioFreeTom/status/966025809227141125			
	A bad guy stupidly standing next to a red canister is one of the true delights of the game	RadioFreeTom	2	0	1519152790	966022935872987136	https://twitter.com/RadioFreeTom/status/966022935872987136			
	Sniper scope + Suicider Mutant = hilarity	RadioFreeTom	3	0	1519152723	966022654779150336	https://twitter.com/RadioFreeTom/status/966022654779150336			
	#NotAllSuperMutants Plus, it hardly seems sporting	RadioFreeTom	0	0	1519152666	966022414172938240	https://twitter.com/RadioFreeTom/status/966022414172938240		#NotAllSuperMutants	
	One of my favorite things in that game is to shoot the nuke the Super Mutant is holding while he’s still mulling around with his pals. This makes me a bad person, but it’s funny every time. https:// twitter.com/bobsalpha1/sta tus/966018734786863104 …	RadioFreeTom	83	3	1519152293	966020850167287808	https://twitter.com/RadioFreeTom/status/966020850167287808			
	*dammit*	RadioFreeTom	2	0	1519151001	966015431520800769	https://twitter.com/RadioFreeTom/status/966015431520800769			
	*gatling lasers you*	RadioFreeTom	3	0	1519150948	966015210233434112	https://twitter.com/RadioFreeTom/status/966015210233434112			
	That’s why I stopped playing multiplayer many years ago	RadioFreeTom	8	0	1519150664	966014020191911936	https://twitter.com/RadioFreeTom/status/966014020191911936			
	Research says no, but dunno. Seems unlikely to me.	RadioFreeTom	2	0	1519150088	966011601710174208	https://twitter.com/RadioFreeTom/status/966011601710174208			
	Haven’t played :(	RadioFreeTom	0	0	1519150046	966011428909080578	https://twitter.com/RadioFreeTom/status/966011428909080578			
	Dumbest weapon in the game	RadioFreeTom	0	0	1519150015	966011298810122241	https://twitter.com/RadioFreeTom/status/966011298810122241			
	I’m the guy who fires a Fat Man at point-blank range and assumes it’ll all work out	RadioFreeTom	20	1	1519149929	966010934706753537	https://twitter.com/RadioFreeTom/status/966010934706753537			
	I feel like you’re othering them just because they’re huge and terrifying	RadioFreeTom	11	0	1519149879	966010726434459649	https://twitter.com/RadioFreeTom/status/966010726434459649			
	I hate him	RadioFreeTom	4	0	1519149832	966010527628644352	https://twitter.com/RadioFreeTom/status/966010527628644352			
	New Vegas	RadioFreeTom	25	0	1519149802	966010404320305158	https://twitter.com/RadioFreeTom/status/966010404320305158			
	This guy https:// twitter.com/dineshdsouza/s tatus/965653877893877760 …	RadioFreeTom	279	23	1519149767	966010258001944576	https://twitter.com/RadioFreeTom/status/966010258001944576			
	*kills Preston*	RadioFreeTom	2	0	1519149540	966009303940390914	https://twitter.com/RadioFreeTom/status/966009303940390914			
	Never liked them	RadioFreeTom	4	0	1519149524	966009238630879232	https://twitter.com/RadioFreeTom/status/966009238630879232			
	Reason with them	RadioFreeTom	8	0	1519149513	966009191688232961	https://twitter.com/RadioFreeTom/status/966009191688232961			
	Years of playing Fallout has made me reckless with laser rifles and mini-nukes. Or maybe this is not the problem. https:// twitter.com/newsweek/statu s/964586465308172290 …	RadioFreeTom	1138	223	1519149322	966008389653483520	https://twitter.com/RadioFreeTom/status/966008389653483520			
	Thank you! (And yay BU)	RadioFreeTom	0	0	1519148610	966005402180743168	https://twitter.com/RadioFreeTom/status/966005402180743168			
	What is it? Prezi?	RadioFreeTom	1	0	1519148330	966004231361695744	https://twitter.com/RadioFreeTom/status/966004231361695744			
	Beer batter is a terrible thing.	RadioFreeTom	3	0	1519148177	966003586072236032	https://twitter.com/RadioFreeTom/status/966003586072236032			
	What’s the new thing you crazy kids are using?	RadioFreeTom	0	0	1519148131	966003395910914048	https://twitter.com/RadioFreeTom/status/966003395910914048			
	Yes	RadioFreeTom	1	0	1519148087	966003210463924224	https://twitter.com/RadioFreeTom/status/966003210463924224			
	Or, Tuesday https:// twitter.com/rvawonk/status /965769538485747712 …	RadioFreeTom	132	11	1519147892	966002391333179392	https://twitter.com/RadioFreeTom/status/966002391333179392			
	Wait - where did you get the fish and chips?	RadioFreeTom	1	0	1519147683	966001516204187656	https://twitter.com/RadioFreeTom/status/966001516204187656			
	One of my favorite games pic.twitter.com/UUPbVmwSL0	RadioFreeTom	131	18	1519147028	965998769958514688	https://twitter.com/RadioFreeTom/status/965998769958514688			
	“Thank you for the support” is beyond manners.	RadioFreeTom	6	0	1519144501	965988167722655750	https://twitter.com/RadioFreeTom/status/965988167722655750			
	You seem unaware of his earlier regretful statements on accepting support from Trump. Perhaps polite silence might have been better.	RadioFreeTom	10	0	1519144102	965986497848643584	https://twitter.com/RadioFreeTom/status/965986497848643584			
	Really. pic.twitter.com/JRulyNo7u1	RadioFreeTom	1	0	1519143141	965982466145247232	https://twitter.com/RadioFreeTom/status/965982466145247232			
	I’m not *in* First, because Karako snaked my upgrade. Elitist.	RadioFreeTom	2	0	1519135604	965950852002467840	https://twitter.com/RadioFreeTom/status/965950852002467840			
	pic.twitter.com/MOowsKYCMK	RadioFreeTom	0	0	1519135379	965949907579400193	https://twitter.com/RadioFreeTom/status/965949907579400193			
	He just pointed to the rear and said “Non-expert seating is back there.” Oh, he’ll pay.	RadioFreeTom	5	2	1519135145	965948929304072192	https://twitter.com/RadioFreeTom/status/965948929304072192			
	So far	RadioFreeTom	1	0	1519132691	965938633596424193	https://twitter.com/RadioFreeTom/status/965938633596424193			
	Flying to DC with @tomkarako - great guy, but I think he swiped my seat upgrade, damn it	RadioFreeTom	38	0	1519129070	965923447040892928	https://twitter.com/RadioFreeTom/status/965923447040892928			@tomkarako
	I keep trying to spread the word	RadioFreeTom	1	0	1519125543	965908652652728321	https://twitter.com/RadioFreeTom/status/965908652652728321			
	"""I would never have accepted his endorsement...unless I need it again"" https:// twitter.com/MittRomney/sta tus/965782061503062016 …"	RadioFreeTom	2241	418	1519103906	965817903588233216	https://twitter.com/RadioFreeTom/status/965817903588233216			
	So was I. But I guess @benjaminwittes was right: they have to be voted against, mechanically and without exception.	RadioFreeTom	57	5	1519102768	965813130059186176	https://twitter.com/RadioFreeTom/status/965813130059186176			@benjaminwittes
	Thank you for coming!	RadioFreeTom	1	0	1519101315	965807036096184320	https://twitter.com/RadioFreeTom/status/965807036096184320			
	Disgust. https:// twitter.com/chadcracraft/s tatus/965783488661151744 …	RadioFreeTom	796	69	1519099455	965799232698486786	https://twitter.com/RadioFreeTom/status/965799232698486786			
	It’s a shame to see you spend it so easily.	RadioFreeTom	19	2	1519098137	965793704253579265	https://twitter.com/RadioFreeTom/status/965793704253579265			
	Its coming.. been clear.. Called the move up into target and now the next leg down is close.. https:// twitter.com/StockTwits/sta tus/966057722419572736 …	Bamabroker	24	2	1519165854	966077732571504640	https://twitter.com/Bamabroker/status/966077732571504640			
	on a bright note... I didn't get trolled today for being short gold... Hate I missed the GDX top I called last week.. with no trade..	Bamabroker	24	0	1519165398	966075817091616773	https://twitter.com/Bamabroker/status/966075817091616773			
	"I think by Thursday close.. everyone will have already shifted too ""new lows are coming"" trending from Fridays "" we will have ATHs next week""... pump last week"	Bamabroker	20	1	1519165196	966074971251531776	https://twitter.com/Bamabroker/status/966074971251531776			
	All that's left to me is the acceptance of last weeks longs are caught. Then the panic starts. https:// twitter.com/bamabroker/sta tus/966059798042169344 …	Bamabroker	32	6	1519161636	966060037750906880	https://twitter.com/Bamabroker/status/966060037750906880			
	Transports rolling over Hard and clearly already in wave 3 down starting. Anyone that thinks they nailed the spx low will be dead soon. New lows coming	Bamabroker	55	4	1519161579	966059798042169344	https://twitter.com/Bamabroker/status/966059798042169344			
	This was clearly coming. Signs were there all day.	Bamabroker	43	0	1519157906	966044395094102018	https://twitter.com/Bamabroker/status/966044395094102018			
	Another stress pulse. Weds going to be interesting.	Bamabroker	17	0	1519157022	966040686587006977	https://twitter.com/Bamabroker/status/966040686587006977			
	If we sell off into close. Weds may be the start down and very hard.	Bamabroker	35	0	1519156441	966038250430267394	https://twitter.com/Bamabroker/status/966038250430267394			
	?? Really. This is like nat gas getting killed last week and didn't move a cent on the week. TLT has been on 118 for 12 days straight. Please explain how not moving for 12 days is murdered?!?! https:// twitter.com/dndn2010/statu s/966034478048202753 …	Bamabroker	16	0	1519155691	966035105264406528	https://twitter.com/Bamabroker/status/966035105264406528			
	Agree. Anytime weakness picks up. Ndx gets a sudden buy. Clearly they want a flat close today.	Bamabroker	2	0	1519155427	966033996273602560	https://twitter.com/Bamabroker/status/966033996273602560			
	Weird day. Every time stress picks up and conditions worsen. A buy order comes into ndx to ramp it up.	Bamabroker	30	1	1519155182	966032970489483265	https://twitter.com/Bamabroker/status/966032970489483265			
	Inflation expectations are taking a U turn down here.	Bamabroker	9	3	1519155126	966032735008690177	https://twitter.com/Bamabroker/status/966032735008690177			
	More stress. This is getting worse and worse	Bamabroker	9	0	1519155125	966032729920999425	https://twitter.com/Bamabroker/status/966032729920999425			
	If FANG rolls over now. The move to 2450 will be starting. That's all that's holding it all up now.	Bamabroker	24	1	1519154139	966028593196302336	https://twitter.com/Bamabroker/status/966028593196302336			
	The FANG panic buying has covered up markets getting sicker all day today. https:// twitter.com/bamabroker/sta tus/966027255133687809 …	Bamabroker	27	3	1519153875	966027486348959744	https://twitter.com/Bamabroker/status/966027486348959744			
	What is very very clear here is inflation expecatations are now falling. Now the real question. Why?? What's coming??	Bamabroker	21	5	1519153820	966027255133687809	https://twitter.com/Bamabroker/status/966027255133687809			
	I think the 3rd one isn't over. The first too didn't matter because fed was printing money and buying everything then. Now fed is selling. Very very different this 3rd time. This leg is not over. https:// twitter.com/selling_theta/ status/966024686646722560 …	Bamabroker	27	1	1519153590	966026291202920450	https://twitter.com/Bamabroker/status/966026291202920450			
	HYG to the lows. Currency stress also highest of day here. They are trying to cover this up by panic tech buying.	Bamabroker	11	0	1519152457	966021540201582594	https://twitter.com/Bamabroker/status/966021540201582594			
	Market is sick under the surface. Sick. Without panic tech buying markets would be down big. Stress is building here.	Bamabroker	35	1	1519152365	966021154971504642	https://twitter.com/Bamabroker/status/966021154971504642			
	#riskrising . https:// twitter.com/bamabroker/sta tus/966014598926295040 …	Bamabroker	12	1	1519150817	966014659177394176	https://twitter.com/Bamabroker/status/966014659177394176		#riskrising	
	Liquidity stress is picking up in currrency. Looks clear to me.	Bamabroker	11	0	1519150802	966014598926295040	https://twitter.com/Bamabroker/status/966014598926295040			
	Inflation expectations in the credit markets in fact topped out almost 3 weeks ago now in hindsight. RATE spike down is close and will be large and fast.	Bamabroker	16	0	1519150349	966012696176087041	https://twitter.com/Bamabroker/status/966012696176087041			
	Risk is rising.	Bamabroker	11	0	1519150215	966012134768480256	https://twitter.com/Bamabroker/status/966012134768480256			
	Oil looks to be in very very very serious trouble soon.	Bamabroker	20	1	1519150116	966011718727098369	https://twitter.com/Bamabroker/status/966011718727098369			
	Stress in systems here. Highest of day now.	Bamabroker	11	0	1519148738	966005941782110208	https://twitter.com/Bamabroker/status/966005941782110208			
	Would not be surprised to see spx turn down here soon.	Bamabroker	13	0	1519148620	966005446896246787	https://twitter.com/Bamabroker/status/966005446896246787			
ripple 	Very clear stress ripple there.	Bamabroker	11	0	1519148585	966005301232197632	https://twitter.com/Bamabroker/status/966005301232197632			
	Watch out.	Bamabroker	8	0	1519148567	966005225420181506	https://twitter.com/Bamabroker/status/966005225420181506			
